Bet_Type,User_ID,Bet_Amount,Odds,Payout,Profit,ROI,Overall_Result,Parlay_Details
Parlay,76,143.73,4.89,0,-143.73,-1,Loss,"[{'Pick_ID': 100, 'User_ID': 76, 'Player_ID': 41, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.8, 'Actual_Stat': 5.03, 'Result': 'Loss', 'Single_Odds': 2.86}, {'Pick_ID': 101, 'User_ID': 76, 'Player_ID': 96, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.07, 'Actual_Stat': 1.98, 'Result': 'Win', 'Single_Odds': 1.71}]"
Single,100,115.28,1.58,182.14,66.86,0.58,Win,"[{'Pick_ID': 102, 'User_ID': 100, 'Player_ID': 90, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.37, 'Actual_Stat': 1.4, 'Result': 'Win', 'Single_Odds': 1.58}]"
Single,90,21.97,2.18,47.89,25.92,1.18,Win,"[{'Pick_ID': 103, 'User_ID': 90, 'Player_ID': 172, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.24, 'Actual_Stat': 1.38, 'Result': 'Win', 'Single_Odds': 2.18}]"
Single,30,116.83,2.09,0,-116.83,-1,Loss,"[{'Pick_ID': 104, 'User_ID': 30, 'Player_ID': 75, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.69, 'Actual_Stat': 4.45, 'Result': 'Loss', 'Single_Odds': 2.09}]"
Single,150,135.79,2.22,301.45,165.66,1.22,Win,"[{'Pick_ID': 105, 'User_ID': 150, 'Player_ID': 221, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.88, 'Actual_Stat': 5.74, 'Result': 'Win', 'Single_Odds': 2.22}]"
Single,14,198.64,2.54,0,-198.64,-1,Loss,"[{'Pick_ID': 106, 'User_ID': 14, 'Player_ID': 270, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 224.45, 'Actual_Stat': 224.98, 'Result': 'Loss', 'Single_Odds': 2.54}]"
Single,14,160.84,2.48,0,-160.84,-1,Loss,"[{'Pick_ID': 107, 'User_ID': 14, 'Player_ID': 193, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.03, 'Actual_Stat': 2.7, 'Result': 'Loss', 'Single_Odds': 2.48}]"
Single,156,44.84,1.6,71.74,26.9,0.6,Win,"[{'Pick_ID': 108, 'User_ID': 156, 'Player_ID': 295, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.19, 'Actual_Stat': 4.74, 'Result': 'Win', 'Single_Odds': 1.6}]"
Parlay,60,133.69,27.58,0,-133.69,-1,Loss,"[{'Pick_ID': 109, 'User_ID': 60, 'Player_ID': 48, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.2, 'Actual_Stat': 1.14, 'Result': 'Loss', 'Single_Odds': 1.92}, {'Pick_ID': 110, 'User_ID': 60, 'Player_ID': 57, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 234.13, 'Actual_Stat': 258.21, 'Result': 'Loss', 'Single_Odds': 2.71}, {'Pick_ID': 111, 'User_ID': 60, 'Player_ID': 21, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.78, 'Actual_Stat': 1.83, 'Result': 'Win', 'Single_Odds': 2.42}, {'Pick_ID': 112, 'User_ID': 60, 'Player_ID': 25, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.39, 'Actual_Stat': 1.29, 'Result': 'Win', 'Single_Odds': 2.19}]"
Single,24,175.09,2.02,0,-175.09,-1,Loss,"[{'Pick_ID': 113, 'User_ID': 24, 'Player_ID': 268, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 350.83, 'Actual_Stat': 378.34, 'Result': 'Loss', 'Single_Odds': 2.02}]"
Single,63,736.36,2.72,0,-736.36,-1,Loss,"[{'Pick_ID': 114, 'User_ID': 63, 'Player_ID': 154, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.35, 'Actual_Stat': 2.59, 'Result': 'Loss', 'Single_Odds': 2.72}]"
Single,190,94.46,1.77,0,-94.46,-1,Loss,"[{'Pick_ID': 115, 'User_ID': 190, 'Player_ID': 215, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.39, 'Actual_Stat': 4.65, 'Result': 'Loss', 'Single_Odds': 1.77}]"
Single,113,135.17,2.58,0,-135.17,-1,Loss,"[{'Pick_ID': 116, 'User_ID': 113, 'Player_ID': 66, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.64, 'Actual_Stat': 2.36, 'Result': 'Loss', 'Single_Odds': 2.58}]"
Single,133,178.64,2.48,443.03,264.39,1.48,Win,"[{'Pick_ID': 117, 'User_ID': 133, 'Player_ID': 11, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.89, 'Actual_Stat': 2.57, 'Result': 'Win', 'Single_Odds': 2.48}]"
Single,181,145.11,1.77,0,-145.11,-1,Loss,"[{'Pick_ID': 118, 'User_ID': 181, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Loss', 'Single_Odds': 1.77}]"
Single,167,115.58,2.27,0,-115.58,-1,Loss,"[{'Pick_ID': 119, 'User_ID': 167, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Loss', 'Single_Odds': 2.27}]"
Single,86,173.13,1.56,0,-173.13,-1,Loss,"[{'Pick_ID': 120, 'User_ID': 86, 'Player_ID': 257, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.48, 'Actual_Stat': 2.94, 'Result': 'Loss', 'Single_Odds': 1.56}]"
Single,126,70.16,1.96,137.51,67.35,0.96,Win,"[{'Pick_ID': 121, 'User_ID': 126, 'Player_ID': 102, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.46, 'Actual_Stat': 3.62, 'Result': 'Win', 'Single_Odds': 1.96}]"
Parlay,171,59.04,17.26,1018.89,959.85,16.258,Win,"[{'Pick_ID': 122, 'User_ID': 171, 'Player_ID': 17, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.49, 'Actual_Stat': 3.94, 'Result': 'Win', 'Single_Odds': 1.72}, {'Pick_ID': 123, 'User_ID': 171, 'Player_ID': 297, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.03, 'Actual_Stat': 1.74, 'Result': 'Win', 'Single_Odds': 2.05}, {'Pick_ID': 124, 'User_ID': 171, 'Player_ID': 87, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.65, 'Actual_Stat': 1.88, 'Result': 'Win', 'Single_Odds': 1.84}, {'Pick_ID': 125, 'User_ID': 171, 'Player_ID': 23, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.95, 'Actual_Stat': 4.26, 'Result': 'Win', 'Single_Odds': 2.66}]"
Parlay,75,67.6,9.2,0,-67.6,-1,Loss,"[{'Pick_ID': 126, 'User_ID': 75, 'Player_ID': 179, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.51, 'Actual_Stat': 4.12, 'Result': 'Loss', 'Single_Odds': 2.28}, {'Pick_ID': 127, 'User_ID': 75, 'Player_ID': 180, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.07, 'Actual_Stat': 0.93, 'Result': 'Win', 'Single_Odds': 1.65}, {'Pick_ID': 128, 'User_ID': 75, 'Player_ID': 275, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.92, 'Actual_Stat': 3.16, 'Result': 'Loss', 'Single_Odds': 1.51}, {'Pick_ID': 129, 'User_ID': 75, 'Player_ID': 144, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.99, 'Actual_Stat': 4.09, 'Result': 'Win', 'Single_Odds': 1.62}]"
Parlay,13,147.35,8.72,0,-147.35,-1,Loss,"[{'Pick_ID': 130, 'User_ID': 13, 'Player_ID': 25, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.39, 'Actual_Stat': 1.29, 'Result': 'Loss', 'Single_Odds': 2.22}, {'Pick_ID': 131, 'User_ID': 13, 'Player_ID': 139, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.39, 'Actual_Stat': 4.0, 'Result': 'Loss', 'Single_Odds': 1.88}, {'Pick_ID': 132, 'User_ID': 13, 'Player_ID': 273, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.33, 'Actual_Stat': 1.09, 'Result': 'Win', 'Single_Odds': 2.09}]"
Parlay,47,30.26,28.85,0,-30.26,-1,Loss,"[{'Pick_ID': 133, 'User_ID': 47, 'Player_ID': 183, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 328.38, 'Actual_Stat': 285.06, 'Result': 'Loss', 'Single_Odds': 2.45}, {'Pick_ID': 134, 'User_ID': 47, 'Player_ID': 100, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.48, 'Actual_Stat': 1.23, 'Result': 'Win', 'Single_Odds': 2.29}, {'Pick_ID': 135, 'User_ID': 47, 'Player_ID': 263, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 154.37, 'Actual_Stat': 128.03, 'Result': 'Loss', 'Single_Odds': 2.17}, {'Pick_ID': 136, 'User_ID': 47, 'Player_ID': 132, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.01, 'Actual_Stat': 0.92, 'Result': 'Loss', 'Single_Odds': 2.37}]"
Single,194,429.19,1.79,0,-429.19,-1,Loss,"[{'Pick_ID': 137, 'User_ID': 194, 'Player_ID': 177, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.74, 'Actual_Stat': 4.32, 'Result': 'Loss', 'Single_Odds': 1.79}]"
Parlay,163,45.71,4.93,0,-45.71,-1,Loss,"[{'Pick_ID': 138, 'User_ID': 163, 'Player_ID': 58, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.05, 'Actual_Stat': 1.06, 'Result': 'Loss', 'Single_Odds': 1.65}, {'Pick_ID': 139, 'User_ID': 163, 'Player_ID': 158, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 124.75, 'Actual_Stat': 139.87, 'Result': 'Win', 'Single_Odds': 2.99}]"
Single,77,127.85,1.88,240.36,112.51,0.88,Win,"[{'Pick_ID': 140, 'User_ID': 77, 'Player_ID': 103, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.81, 'Actual_Stat': 2.62, 'Result': 'Win', 'Single_Odds': 1.88}]"
Parlay,188,36.9,19.79,0,-36.9,-1,Loss,"[{'Pick_ID': 141, 'User_ID': 188, 'Player_ID': 170, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.12, 'Actual_Stat': 3.32, 'Result': 'Loss', 'Single_Odds': 2.09}, {'Pick_ID': 142, 'User_ID': 188, 'Player_ID': 123, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 60.16, 'Actual_Stat': 51.44, 'Result': 'Loss', 'Single_Odds': 2.07}, {'Pick_ID': 143, 'User_ID': 188, 'Player_ID': 199, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.79, 'Actual_Stat': 3.15, 'Result': 'Loss', 'Single_Odds': 1.98}, {'Pick_ID': 144, 'User_ID': 188, 'Player_ID': 57, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 234.13, 'Actual_Stat': 258.21, 'Result': 'Loss', 'Single_Odds': 2.31}]"
Single,29,33.9,2.52,0,-33.9,-1,Loss,"[{'Pick_ID': 145, 'User_ID': 29, 'Player_ID': 102, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.46, 'Actual_Stat': 3.62, 'Result': 'Loss', 'Single_Odds': 2.52}]"
Parlay,16,123.84,20.09,0,-123.84,-1,Loss,"[{'Pick_ID': 146, 'User_ID': 16, 'Player_ID': 234, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.46, 'Actual_Stat': 4.02, 'Result': 'Loss', 'Single_Odds': 2.62}, {'Pick_ID': 147, 'User_ID': 16, 'Player_ID': 201, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.05, 'Actual_Stat': 3.61, 'Result': 'Loss', 'Single_Odds': 2.7}, {'Pick_ID': 148, 'User_ID': 16, 'Player_ID': 241, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.96, 'Actual_Stat': 5.88, 'Result': 'Win', 'Single_Odds': 2.84}]"
Single,41,70.56,1.69,119.25,48.69,0.69,Win,"[{'Pick_ID': 149, 'User_ID': 41, 'Player_ID': 60, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.33, 'Actual_Stat': 2.27, 'Result': 'Win', 'Single_Odds': 1.69}]"
Single,92,39.99,2.99,0,-39.99,-1,Loss,"[{'Pick_ID': 150, 'User_ID': 92, 'Player_ID': 178, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 244.46, 'Actual_Stat': 289.81, 'Result': 'Loss', 'Single_Odds': 2.99}]"
Single,170,166.28,2.79,0,-166.28,-1,Loss,"[{'Pick_ID': 151, 'User_ID': 170, 'Player_ID': 197, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 155.36, 'Actual_Stat': 162.24, 'Result': 'Loss', 'Single_Odds': 2.79}]"
Single,36,101.51,2.66,0,-101.51,-1,Loss,"[{'Pick_ID': 152, 'User_ID': 36, 'Player_ID': 251, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 58.03, 'Actual_Stat': 68.77, 'Result': 'Loss', 'Single_Odds': 2.66}]"
Single,148,23.67,1.76,0,-23.67,-1,Loss,"[{'Pick_ID': 153, 'User_ID': 148, 'Player_ID': 274, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.12, 'Actual_Stat': 3.63, 'Result': 'Loss', 'Single_Odds': 1.76}]"
Parlay,197,192.05,11.27,0,-192.05,-1,Loss,"[{'Pick_ID': 154, 'User_ID': 197, 'Player_ID': 1, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.78, 'Actual_Stat': 3.31, 'Result': 'Loss', 'Single_Odds': 1.86}, {'Pick_ID': 155, 'User_ID': 197, 'Player_ID': 212, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 307.21, 'Actual_Stat': 280.71, 'Result': 'Loss', 'Single_Odds': 2.97}, {'Pick_ID': 156, 'User_ID': 197, 'Player_ID': 221, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.88, 'Actual_Stat': 5.74, 'Result': 'Loss', 'Single_Odds': 2.04}]"
Single,110,118.15,2.38,0,-118.15,-1,Loss,"[{'Pick_ID': 157, 'User_ID': 110, 'Player_ID': 136, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.59, 'Actual_Stat': 1.73, 'Result': 'Loss', 'Single_Odds': 2.38}]"
Single,176,192.63,2.99,575.96,383.33,1.99,Win,"[{'Pick_ID': 158, 'User_ID': 176, 'Player_ID': 154, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.35, 'Actual_Stat': 2.59, 'Result': 'Win', 'Single_Odds': 2.99}]"
Single,139,123.66,2.64,0,-123.66,-1,Loss,"[{'Pick_ID': 159, 'User_ID': 139, 'Player_ID': 94, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 365.26, 'Actual_Stat': 306.3, 'Result': 'Loss', 'Single_Odds': 2.64}]"
Single,22,10.86,2.98,0,-10.86,-1,Loss,"[{'Pick_ID': 160, 'User_ID': 22, 'Player_ID': 273, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.33, 'Actual_Stat': 1.09, 'Result': 'Loss', 'Single_Odds': 2.98}]"
Single,167,88.7,2.7,0,-88.7,-1,Loss,"[{'Pick_ID': 161, 'User_ID': 167, 'Player_ID': 123, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 60.16, 'Actual_Stat': 51.44, 'Result': 'Loss', 'Single_Odds': 2.7}]"
Parlay,37,164.49,34.9,0,-164.49,-1,Loss,"[{'Pick_ID': 162, 'User_ID': 37, 'Player_ID': 99, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 100.2, 'Actual_Stat': 89.08, 'Result': 'Win', 'Single_Odds': 2.95}, {'Pick_ID': 163, 'User_ID': 37, 'Player_ID': 229, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 368.64, 'Actual_Stat': 300.66, 'Result': 'Win', 'Single_Odds': 1.56}, {'Pick_ID': 164, 'User_ID': 37, 'Player_ID': 147, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 167.12, 'Actual_Stat': 162.06, 'Result': 'Win', 'Single_Odds': 2.68}, {'Pick_ID': 165, 'User_ID': 37, 'Player_ID': 222, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.78, 'Actual_Stat': 4.97, 'Result': 'Loss', 'Single_Odds': 2.83}]"
Parlay,172,481.45,12.07,0,-481.45,-1,Loss,"[{'Pick_ID': 166, 'User_ID': 172, 'Player_ID': 190, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 321.87, 'Actual_Stat': 285.04, 'Result': 'Win', 'Single_Odds': 1.58}, {'Pick_ID': 167, 'User_ID': 172, 'Player_ID': 184, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.18, 'Actual_Stat': 2.81, 'Result': 'Win', 'Single_Odds': 1.77}, {'Pick_ID': 168, 'User_ID': 172, 'Player_ID': 282, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 103.5, 'Actual_Stat': 83.79, 'Result': 'Loss', 'Single_Odds': 2.82}, {'Pick_ID': 169, 'User_ID': 172, 'Player_ID': 174, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.93, 'Actual_Stat': 2.85, 'Result': 'Win', 'Single_Odds': 1.53}]"
Single,115,66.86,2.69,179.85,112.99,1.69,Win,"[{'Pick_ID': 170, 'User_ID': 115, 'Player_ID': 84, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 251.76, 'Actual_Stat': 276.73, 'Result': 'Win', 'Single_Odds': 2.69}]"
Single,54,96.61,2.46,0,-96.61,-1,Loss,"[{'Pick_ID': 171, 'User_ID': 54, 'Player_ID': 117, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 165.48, 'Actual_Stat': 142.91, 'Result': 'Loss', 'Single_Odds': 2.46}]"
Parlay,125,16.17,16.18,0,-16.17,-1,Loss,"[{'Pick_ID': 172, 'User_ID': 125, 'Player_ID': 220, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 283.19, 'Actual_Stat': 291.99, 'Result': 'Loss', 'Single_Odds': 2.7}, {'Pick_ID': 173, 'User_ID': 125, 'Player_ID': 46, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 365.0, 'Actual_Stat': 380.16, 'Result': 'Loss', 'Single_Odds': 2.22}, {'Pick_ID': 174, 'User_ID': 125, 'Player_ID': 193, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.03, 'Actual_Stat': 2.7, 'Result': 'Win', 'Single_Odds': 2.7}]"
Single,156,62.96,2.35,147.96,85,1.35,Win,"[{'Pick_ID': 175, 'User_ID': 156, 'Player_ID': 246, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 196.62, 'Actual_Stat': 164.61, 'Result': 'Win', 'Single_Odds': 2.35}]"
Single,70,190.76,1.61,307.12,116.36,0.61,Win,"[{'Pick_ID': 176, 'User_ID': 70, 'Player_ID': 111, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.99, 'Actual_Stat': 4.62, 'Result': 'Win', 'Single_Odds': 1.61}]"
Parlay,101,11.13,23.29,0,-11.13,-1,Loss,"[{'Pick_ID': 177, 'User_ID': 101, 'Player_ID': 69, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.77, 'Actual_Stat': 4.02, 'Result': 'Loss', 'Single_Odds': 2.27}, {'Pick_ID': 178, 'User_ID': 101, 'Player_ID': 120, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 199.93, 'Actual_Stat': 171.79, 'Result': 'Loss', 'Single_Odds': 2.37}, {'Pick_ID': 179, 'User_ID': 101, 'Player_ID': 278, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.11, 'Actual_Stat': 1.19, 'Result': 'Win', 'Single_Odds': 2.22}, {'Pick_ID': 180, 'User_ID': 101, 'Player_ID': 122, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.53, 'Actual_Stat': 2.25, 'Result': 'Win', 'Single_Odds': 1.95}]"
Single,169,133.54,2.19,0,-133.54,-1,Loss,"[{'Pick_ID': 181, 'User_ID': 169, 'Player_ID': 214, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.74, 'Actual_Stat': 2.26, 'Result': 'Loss', 'Single_Odds': 2.19}]"
Parlay,100,186.41,4.67,0,-186.41,-1,Loss,"[{'Pick_ID': 182, 'User_ID': 100, 'Player_ID': 257, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.48, 'Actual_Stat': 2.94, 'Result': 'Win', 'Single_Odds': 2.18}, {'Pick_ID': 183, 'User_ID': 100, 'Player_ID': 269, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 394.67, 'Actual_Stat': 448.31, 'Result': 'Loss', 'Single_Odds': 2.14}]"
Single,134,172.16,1.79,0,-172.16,-1,Loss,"[{'Pick_ID': 184, 'User_ID': 134, 'Player_ID': 276, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 97.09, 'Actual_Stat': 102.9, 'Result': 'Loss', 'Single_Odds': 1.79}]"
Parlay,4,42.79,5.48,234.53,191.74,4.481,Win,"[{'Pick_ID': 185, 'User_ID': 4, 'Player_ID': 97, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 286.66, 'Actual_Stat': 268.11, 'Result': 'Win', 'Single_Odds': 2.03}, {'Pick_ID': 186, 'User_ID': 4, 'Player_ID': 18, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 311.14, 'Actual_Stat': 306.06, 'Result': 'Win', 'Single_Odds': 2.7}]"
Single,83,58.33,2.12,123.66,65.33,1.12,Win,"[{'Pick_ID': 187, 'User_ID': 83, 'Player_ID': 290, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.09, 'Actual_Stat': 3.63, 'Result': 'Win', 'Single_Odds': 2.12}]"
Single,47,187.92,1.52,285.64,97.72,0.52,Win,"[{'Pick_ID': 188, 'User_ID': 47, 'Player_ID': 192, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.44, 'Actual_Stat': 4.43, 'Result': 'Win', 'Single_Odds': 1.52}]"
Single,39,53.83,2.56,137.8,83.97,1.56,Win,"[{'Pick_ID': 189, 'User_ID': 39, 'Player_ID': 131, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.9, 'Actual_Stat': 4.05, 'Result': 'Win', 'Single_Odds': 2.56}]"
Single,166,20.29,2.09,42.41,22.12,1.09,Win,"[{'Pick_ID': 190, 'User_ID': 166, 'Player_ID': 34, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 166.68, 'Actual_Stat': 166.45, 'Result': 'Win', 'Single_Odds': 2.09}]"
Single,68,29.08,2.31,67.17,38.09,1.31,Win,"[{'Pick_ID': 191, 'User_ID': 68, 'Player_ID': 55, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 344.58, 'Actual_Stat': 374.72, 'Result': 'Win', 'Single_Odds': 2.31}]"
Single,166,21.66,2.03,0,-21.66,-1,Loss,"[{'Pick_ID': 192, 'User_ID': 166, 'Player_ID': 4, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.83, 'Actual_Stat': 4.25, 'Result': 'Loss', 'Single_Odds': 2.03}]"
Single,2,26.88,2.62,0,-26.88,-1,Loss,"[{'Pick_ID': 193, 'User_ID': 2, 'Player_ID': 249, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 141.13, 'Actual_Stat': 161.84, 'Result': 'Loss', 'Single_Odds': 2.62}]"
Single,175,49.35,2.17,0,-49.35,-1,Loss,"[{'Pick_ID': 194, 'User_ID': 175, 'Player_ID': 292, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.86, 'Actual_Stat': 5.29, 'Result': 'Loss', 'Single_Odds': 2.17}]"
Single,78,28.83,1.81,0,-28.83,-1,Loss,"[{'Pick_ID': 195, 'User_ID': 78, 'Player_ID': 242, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 356.54, 'Actual_Stat': 401.07, 'Result': 'Loss', 'Single_Odds': 1.81}]"
Single,23,331.66,2.52,0,-331.66,-1,Loss,"[{'Pick_ID': 196, 'User_ID': 23, 'Player_ID': 165, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 295.89, 'Actual_Stat': 256.94, 'Result': 'Loss', 'Single_Odds': 2.52}]"
Parlay,48,93.31,32.15,0,-93.31,-1,Loss,"[{'Pick_ID': 197, 'User_ID': 48, 'Player_ID': 234, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.46, 'Actual_Stat': 4.02, 'Result': 'Loss', 'Single_Odds': 1.64}, {'Pick_ID': 198, 'User_ID': 48, 'Player_ID': 17, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.49, 'Actual_Stat': 3.94, 'Result': 'Win', 'Single_Odds': 2.45}, {'Pick_ID': 199, 'User_ID': 48, 'Player_ID': 227, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.51, 'Actual_Stat': 4.88, 'Result': 'Win', 'Single_Odds': 2.91}, {'Pick_ID': 200, 'User_ID': 48, 'Player_ID': 203, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 200.04, 'Actual_Stat': 191.62, 'Result': 'Win', 'Single_Odds': 2.75}]"
